url,count
sciencedirect.com,8639
thelancet.com,3621
cell.com,806
cell.com/cell,241
scopus.com,145
mayoclinicproceedings.org,97
annemergmed.com,73
cell.com/cell-reports,61
gastrojournal.org,49
ajog.org,45
andjrnl.org,42
ajkd.org,41
cell.com/cell-stem-cell,39
ebiomedicine.com,35
jvir.org,35
biologicalpsychiatryjournal.com,34
placentajournal.org,32
resuscitationjournal.com,32
ajconline.org,31
arthroscopyjournal.org,31
cell.com/neuron,31
journal-of-hepatology.eu,31
ajpmonline.org,30
jpeds.com,30
jacionline.org,28
mendeley.com/research,26
cell.com/molecular-cell,26
jclinepi.com,25
journalacs.org,24
mendeley.com/catalog,24
ajicjournal.org,23
ijdp.org,23
amjmed.com,22
jpsmjournal.com,22
jamda.com,20
archives-pmr.org,19
drugandalcoholdependence.com,19
jacr.org,19
jmirs.org,18
maturitas.org,18
journalofhospitalinfection.com,17
jad-journal.com,15
jccjournal.org,15
physicaltherapyinsport.com,15
jpain.org,14
bbmt.org,13
bodyworkmovementtherapies.com,13
nurseeducationtoday.com,13
annalsthoracicsurgery.org,12
journalofphysiotherapy.com,12
appliedanimalbehaviour.com,11
appliedanimalbehaviour.com,11
cghjournal.org,11
clinicalnutritionjournal.com,11
jnutbio.com,11
journalofdairyscience.org,11
journalvetbehavior.com,11
jsams.org,11
valueinhealthjournal.com,11
ajo.com,10
ehbonline.org,10
jhandsurg.org,10
jpsychores.com,10
radiographyonline.com,10
cell.com/immunity,9
fertstert.org,9
gaitposture.com,9
ijaaonline.com,9
ijgo.org,9
jaci-inpractice.org,9
nutritionjrnl.com,9
schres-journal.com,9
trendsanaesthesiacriticalcare.com,9
ajemjournal.com,8
alzheimersanddementia.com,8
onlinejase.com,8
publichealthjrnl.com,8
redjournal.org,8
sleephealthjournal.org,8
ashjournal.com,7
brainstimjrnl.com,7
cell.com/trends/cognitive-sciences,7
ejinme.com,7
internationalemergencynursing.com,7
jaad.org,7
jctejournal.com,7
jns-journal.com,7
jurology.com,7
manualtherapyjournal.com,7
onlinecjc.ca,7
pmrjournal.org,7
psy-journal.com,7
academicpedsjnl.net,6
atherosclerosis-journal.com,6
ejog.org,6
europsy-journal.com,6
footanklesurgery-journal.com,6
medicinejournal.co.uk,6
physicamedica.com,6
rbmojournal.com,6
cell.com/cancer-cell,5
homeopathyjournal.net,5
jaacap.com,5
jmptonline.org,5
jocn-journal.com,5
journalofpsychiatricresearch.com,5
journalofsubstanceabusetreatment.com,5
jpedhc.org,5
perinatology.theclinics.com,5
seminarsinnuclearmedicine.com,5
thebreastonline.com,5
alcoholjournal.org,4
annalsofglobalhealth.org,4
arthroplastyjournal.org,4
cell.com/structure,4
cmghjournal.org,4
cppah.com,4
europeangeriaticmedicine.com,4
globalheart-journal.com,4
ijmijournal.com,4
j-evs.com,4
joms.org,4
joms.org,4
jshoulderelbow.org,4
medical-hypotheses.com,4
midwiferyjournal.com,4
nmd-journal.com,4
nrjournal.com,4
oarsijournal.com,4
psyneuen-journal.com,4
thespinejournalonline.com,4
wemjournal.org,4
whijournal.com,4
arthroplastytoday.org,3
arthroscopytechniques.org,3
cancerepidemiology.net,3
clinicalradiologyonline.net,3
dmidjournal.com,3
ejso.com,3
giejournal.org,3
goldjournal.net,3
heartrhythmjournal.com,3
ijidonline.com,3
injuryjournal.com,3
jahonline.org,3
jams-kpi.com,3
j-biomed-inform.com,3
jem-journal.com,3
jneb.org,3
journalchiromed.com,3
journalofclinicalvirology.com,3
journalofinfection.com,3
journalofnursingstudies.com,3
molmetab.com,3
nursingplus.com,3
oooojournal.net,3
physiotherapyjournal.com,3
scienceandjusticejournal.com,3
soard.org,3
strokejournal.org,3
thelancet.com/journals/langlo,3
aimedjournal.com,2
ajodo.org,2
ajp.amjpathol.org,2
animalreproductionscience.com,2
annalsofepidemiology.org,2
aornjournal.org,2
cancerletters.info,2
cell.com/trends/pharmacological-sciences,2
clinicaltherapeutics.com,2
clinph-journal.com,2
contraceptionjournal.org,2
ejcancer.com,2
e-jmii.com,2
fsigenetics.com,2
heartrhythmcasereports.com,2
humanpathol.com,2
internationaljournalofcardiology.com,2
jbiomech.com,2
jcrsjournal.org,2
jfas.org,2
jflmjournal.org,2
jiac-j.com,2
jvascsurg.org,2
neurobiologyofaging.org,2
nmcd-journal.com,2
npjournal.org,2
pancreatology.net,2
practicalradonc.org,2
psych.theclinics.com,2
surgpath.theclinics.com,2
thrombosisresearch.com,2
tuberculosisjournal.com,2
womenandbirth.org,2
aaojournal.org,1
aggjournal.com,1
airmedicaljournal.com,1
ajpm-online.net,1
amjoto.com,1
anesthesiahistoryjournal.org,1
annallergy.org,1
bjoms.com,1
canadianjournalofdiabetes.com,1
cancergeneticsjournal.org,1
cancertreatmentreviews.com,1
clinbiomech.com,1
clinical-breast-cancer.com,1
clinical-lymphoma-myeloma-leukemia.com,1
clinicalmicrobiologyandinfection.com,1
cmnewsletter.com,1
cmpbjournal.com,1
cmpbjournal.com,1
contemporaryclinicaltrials.com,1
ctcpjournal.com,1
demajournal.com,1
diagnostichistopathology.co.uk,1
dldjournalonline.com,1
ejpn-journal.com,1
europeanneuropsychopharmacology.com,1
explorejournal.com,1
gynecologiconcology-online.net,1
healthpolicyjrnl.com,1
heartlungcirc.org,1
hemoncstem.net,1
ijoms.com,1
inat-journal.com,1
jcma-online.com,1
jcmfs.com,1
jcvaonline.com,1
jdcjournal.com,1
jelectromyographykinesiology.com,1
jgaronline.com,1
jhandtherapy.org,1
journal-of-cardiology.com,1
journal-surgery.net,1
jprasurg.com,1
jrijournal.org,1
jvoice.org,1
lipidjournal.com,1
metabolismjournal.com,1
moloncol.org,1
mrijournal.com,1
neoplasia.com,1
paediatricsandchildhealthjournal.co.uk,1
pathophysiologyjournal.com,1
pec-journal.com,1
pediatric.theclinics.com,1
pedneur.com,1
pharmacyteaching.com,1
prd-journal.com,1
pregnancyhypertension.org,1
resmedjournal.com,1
rhm-elsevier.com,1
rsap.org,1
seminarsinnephrology.org,1
seminarsoncologynursing.com,1
sleep-journal.com,1
smrv-journal.com,1
sportsmed.theclinics.com,1
theaasm.com,1
thebonejournal.com,1
thegreenjournal.com,1
thelancet.com/journals/laneur,1
thelancet.com/journals/lanpsy,1
umbjournal.org,1
urologic.theclinics.com,1
worldneurosurgery.org,1
ophsource.org/periodicals/ophtha,0
academicpedsjnl.com,0
academicpedsjnl.org,0
academicradiology.org,0
ackdjournal.org,0
advancesinanesthesia.com,0
advancesinanesthesia.org,0
advancesinanesthesia.net,0
advancesinpediatrics.com,0
advancesinpediatrics.org,0
advancesinpediatrics.net,0
advancesinsmallanimal.com,0
advancessurgery.com,0
aenj.com.au,0
afjem.org,0
agajournals.org,0
ahjonline.com,0
ahjonline.org,0
ahj-us.org,0
amheartjournal.com,0
amheartjournal.org,0
aidm-online.com,0
aiimjournal.com,0
ajgponline.org,0
ajgponline.com,0
ajgp.org,0
ajhg.org,0
ajpm-online.org,0
allergologyinternational.com,0
alzheimersanddementia.org,0
alzheimersanddementia.net,0
alzheimeranddementia.org,0
alzheimeranddementia.com,0
alzheimeranddementia.net,0
aanddjournal.org,0
aanddjournal.com,0
americanjournalofsurgery.com,0
ajsfulltextonline.com,0
ajmselect.com,0
americanjournalofmedicine.org,0
anaesthesiajournal.co.uk,0
andjrnl.com,0
andjrnl.net,0
adajournal.org,0
journals.elsevierhealth.com/periodicals/yjada,0
anesthesiology.theclinics.com,0
animalfeedscience.com,0
animalfeedjournal.com,0
annalsjournal.com,0
annalsofepidemiology.com,0
annalsofvascularsurgery.com,0
annalspathology.com,0
aobjournal.com,0
apollomedicaljournal.net,0
apollomedicaljournal.org,0
appliednursingresearch.org,0
ap-smart.com,0
arcmedres.com,0
arteryresearch.com,0
asianjournalofpsychiatry.com,0
asian-nursingresearch.com,0
atherosclerosis-supplements.com,0
aurisnasuslarynx.com,0
aurisnasuslarynx.org,0
aurisnasuslarynx.net,0
australiancriticalcare.com,0
autonomicneuroscience.com,0
autonomicneuroscience.org,0
autonomicneuroscience.net,0
avajournal.com,0
avajournal.org,0
avajournal.net,0
bestpracticeobgyn.com,0
biologicalpsychiatryjournal.net,0
biologicalpsychiatryjournal.org,0
biophysj.org,0
bloodreviews.com,0
bpgastro.com,0
bprcem.com,0
bprch.com,0
bprclinrheum.com,0
brachyjournal.com,0
brainanddevelopment.com,0
brainanddevelopment.org,0
brainanddevelopment.net,0
breastdiseasesquarterly.com,0
burnsjournal.com,0
call.theclinics.com/,0
canadianjournalofophthalmology.ca,0
cardiacep.theclinics.com,0
cardiology.theclinics.com,0
cardiorevascmed.com,0
cardiovascularpathology.com,0
carjonline.org,0
carjonline.com,0
casereports.com,0
casereportswomenshealth.com,0
ccnursing.theclinics.com,0
ceghonline.com,0
cegh.net,0
cell.com/cell-host-microbe,0
cell.com/cell-metabolism,0
cell.com/chemistry-biology,0
cell.com/current-biology,0
cell.com/developmental-cell,0
cell.com/molecular-plant,0
cell.com/stem-cell-reports,0
cell.com/trends/biochemical-sciences,0
cell.com/trends/biotechnology,0
cell.com/trends/cell-biology,0
cell.com/trends/ecology-evolution,0
cell.com/trends/endocrinology-metabolism,0
cell.com/trends/genetics,0
cell.com/trends/immunology,0
cell.com/trends/microbiology,0
cell.com/trends/molecular-medicine,0
cell.com/trends/neurosciences,0
cell.com/trends/parasitology,0
cell.com/trends/plant-science,0
celltherapyjournal.org,0
cgfr.co.uk,0
chestmed.theclinics.com,0
childpsych.theclinics.com,0
cidjournal.com,0
clineu-journal.com,0
clinicalanaesthesiology.com,0
clinical-colorectal-cancer.com,0
clinicaldensitometry.com,0
clinicaldensitometry.org,0
clinicaldensiotmetry.com,0
clinicaldensiotmetry.org,0
clinical-genitourinary-cancer.com,0
clinicalimaging.org,0
clinical-lung-cancer.com,0
clinicalnutritionespen.com,0
clinicalnutritionespen.org,0
clinicalnutritionexperimental.com,0
clinicalnutritionjournal.org,0
clinicalnutritionjournal.net,0
clinicalnutritionsupplements.com,0
clinicaloncologyonline.net,0
clinical-ovarian-gynecologic-cancer.com,0
clinpedemergencymed.com,0
clinpedemergencymed.com,0
cmrp-journal.com,0
collegianjournal.com,0
comingsoon.com,0
companimalmed.com,0
clinicalsmallanimal.com,0
complementarytherapiesinmedicine.com,0
complementarytherapiesinmedicine.org,0
complementarytherapiesinmedicine.net,0
comppsychjournal.com,0
computersinbiologyandmedicine.com,0
contactlensjournal.com,0
contemporaryclinicaltrials.org,0
contemporaryclinicaltrials.net,0
cpcancer.com,0
cpcardiology.com,0
cpdrjournal.com,0
criticalcare.theclinics.com,0
croh-online.com,0
crosup.com,0
ctr-c.com,0
cancertreatmentcommunications.com,0
currenttherapeuticres.com,0
currprobsurg.com,0
cysticfibrosisjournal.com,0
czechcardiology.com,0
dental.theclinics.com,0
dentalabstracts.com,0
derm.theclinics.com,0
derm-sinica.com,0
diabetesresearchclinicalpractice.com,0
diabet-metabolism.com,0
disabilityandhealthjnl.com,0
diseaseamonth.com,0
dldsupplements.com,0
dldsupplements.org,0
domesticanimalendo.com,0
drupjournal.com,0
e-aat.com,0
earlyhumandevelopment.com,0
e-asianjournalsurgery.com,0
ecco-jccjournal.org,0
e-fjs.com,0
e-gmit.com,0
e-jacme.com,0
ejcancersupplements.com,0
e-jcgg.com,0
e-jds.com,0
e-jesf.com,0
ejoncologynursing.com,0
e-jot.com,0
e-jotr.com,0
ejradiology.com,0
ejropen.com,0
ejves.com,0
ejvesextra.com,0
emed.theclinics.com,0
endo.theclinics.com,0
epilepsybehavior.com/,0
epires-journal.com,0
e-shaw.net,0
e-shaw.org,0
e-spenjournal.org,0
e-tjo.com,0
exoticpetmedicine.com,0
exphem.org,0
explorejournal.org,0
facialplastic.theclinics.com,0
febsletters.org,0
febsletters.com,0
febsletters.net,0
foot.theclinics.com,0
fsigeneticssup.com,0
fsijournal.org,0
fsisupjournal.org,0
gastro.theclinics.com,0
geriatric.theclinics.com,0
geriatriconcology.net,0
ghpjournal.com,0
giendo.theclinics.com,0
gi-intervention.org,0
ginsengres.com,0
precon-journal.com,0
gnjournal.com,0
thegoldjournal.org,0
gold-journal.com,0
thegold-journal.com,0
growthhormoneigfresearch.com,0
hand.theclinics.com,0
healthcaremanagementforum.org,0
healthpolicyandtechnology.org,0
healthpolicyandtechnology.com,0
healthpolicyjrnl.org,0
healthpolicyjrnl.net,0
heartandlung.org,0
heartfailure.theclinics.com,0
hemonc.theclinics.com,0
hkjn-online.com,0
hkjot-online.com,0
hkpj-online.com,0
humanpathologycasereports.com,0
id.theclinics.com,0
idcasereports.com,0
ijcha-journal.com,0
ijchv-journal.com,0
ijcme-journal.com,0
ijdsr.net,0
ijge-online.com,0
ijntonline.net,0
ijporlextra.com,0
ijporlonline.com,0
ijtransplant.org,0
ijtransplant.net,0
ijwd.org,0
immunology.theclinics.com,0
imr-journal.com,0
imr-journal.org,0
indianjrheumatol.com,0
intensivecriticalcarenursing.com,0
interventional.theclinics.com,0
invent-journal.com,0
jaacap.org,0
jaadcasereports.org,0
jaapos.org,0
jaccws.org,0
jamda.org,0
japanesedentalsciencereview.com,0
jascyto.org,0
j-bgm.com,0
jcafulltextonline.com,0
jcehepatology.com,0
jcrscasereports.com,0
jctecasereports.com,0
jcardioanesthesia.com,0
jdsjournal.com,0
jebdp.com,0
jecgonline.com,0
jecm-online.com,0
jegh.org,0
jendodon.com,0
jenonline.org,0
jfda-online.com,0
jcfmjournal.org,0
jfma-online.com,0
jassh.org,0
jhltonline.org,0
jhltonline.net,0
jhltonline.com,0
jieponline.com,0
jiph.org,0
jmd.amjpathol.org,0
jmig.org,0
jmmc-online.com,0
jmcc-online.com,0
jmu-online.com,0
jni-journal.com,0
jobcr.org,0
jobcr.net,0
jodjournal.com,0
jofri.net,0
jopan.org,0
jorthoonline.com,0
journalcancerpolicy.net,0
journalchirohumanities.com,0
journal-cot.com,0
journalofarrhythmia.com,0
journalofboneoncology.org,0
journalofboneoncology.com,0
journalofcardiologycases.com,0
journalofcardiologycases.org,0
journal-of-cardiology-cases.com,0
journalofcardiovascularct.com,0
journalofethnicfoods.net,0
jhep-elsevier.com,0
journalofneonatalnursing.com,0
journaloforalbiosciences.org,0
journaloforalbiosciences.com,0
journalofosteopathicmedicine.com,0
journalofprosthodonticresearch.com,0
journalofsurgicalresearch.com,0
journalofthesaudiheart.com,0
journaloftissueviability.com,0
jpagonline.org,0
journals.elsevierhealth.com/periodicals/ypfor,0
jpedsurg.org,0
jprasopen.com,0
jprasopen.net,0
jprasopen.org,0
jpscasereports.com,0
jpsiconline.com,0
jpsiconline.net,0
jpurol.com,0
jrnjournal.org,0
jsurged.org,0
jsurged.com,0
cursur.org,0
jtcvsonline.org,0
jtcvs.org,0
jtcvs.com,0
jtln.org,0
jurology.net,0
jurology.info,0
jurology.org,0
jvascnurs.net,0
jvascsurgcases.org,0
jvsvenous.org,0
jvsvenous.com,0
jwfo.org,0
kcdc-phrp.org,0
kcdc-phrp.com,0
kjms-online.com,0
krcp-ksn.com,0
labmed.theclinics.com,0
legalmedicinejournal.com,0
liver.theclinics.com,0
livestockscience.com,0
lrjournal.com,0
lrreports.com,0
lungcancerjournal.info,0
mayoclinicproceedings.com,0
meddos.org,0
medengphys.com,0
medical.theclinics.com,0
medicalimageanalysisjournal.com,0
medicalimageanalysisjournal.org,0
medicalimageanalysisjournal.net,0
medicalimagingandgraphics.com,0
medicinepublishing.com,0
mjafi.net,0
molecularoncology.org,0
moloncol.com,0
mri.theclinics.com,0
msard-journal.com,0
nainr.com,0
nanomedjournal.com,0
nanomedjournal.org,0
neuroimaging.theclinics.com,0
neurologic.theclinics.com,0
neuropeptidesjournal.com,0
neurosurgery.theclinics.com,0
newhorizonsintranslationalmedicine.com,0
newmicrobesnewinfections.com,0
nucmedbio.com,0
nurseeducationinpractice.com,0
nurseleader.com,0
nursesinaidscarejournal.org,0
janacnet.org,0
nursing.theclinics.com,0
nursingoutlook.org,0
nursingsimulation.org,0
obesityresearchclinicalpractice.com,0
obgyn.theclinics.com,0
obstetanesthesia.com,0
obstetrics-gynaecology-journal.com,0
obstetrics-gynaecologyandreproductivemedicinejournal.co.uk,0
obstetrics-gynaecologyandreproductivemedicinejournal.com,0
obstetrics-gynaecologyreproductivemedicinejournal.co.uk,0
obstetrics-gynaecologyreproductiveme,0
oncology-and-radiotherapy.com,0
onlinecjc.com,0
onlinecjc.org,0
onlinejcf.com,0
onlinepcd.com,0
progcardvascdis.com,0
ooooe.net,0
optechorthopaedics.com,0
optechsportsmed.com,0
optechtcs.com,0
optecoto.com,0
oralandmaxillofacialsurgerycases.com,0
oralmaxsurgery.theclinics.com,0
oralmaxsurgeryatlas.theclinics.com,0
oraloncology.com,0
oralscienceinternational.com,0
orthopaedicsandtraumajournal.co.uk,0
orthopaedictraumanursing.com,0
orthopedic.theclinics.com,0
oto.theclinics.com,0
paediatricsandchildhealthjournal.com,0
painmanagementnursing.org,0
pan-creat-ology.com,0
pathogenesisjournal.com,0
pathophysiologyjournal.org,0
pathophysiologyjournal.net,0
pdpdt-journal.com,0
peddentcr.com,0
pediatric-dental-journal.com,0
pediatricinfectiousdisease.net,0
pediatricnursing.org,0
pediatr-neonatol.com,0
personalizedmedicineuniverse.com,0
pet.theclinics.com,0
physicamedicaonline.com,0
plasticsurgery.theclinics.com,0
plefa.com,0
pmr.theclinics.com,0
podiatric.theclinics.com,0
ppc-journal.com,0
primarycare.theclinics.com,0
primary-care-diabetes.com,0
primarycarediabetes.com,0
professionalnursing.org,0
prrjournal.com,0
psychiatricnursing.org,0
psychosomaticsjournal.com,0
psychosomaticsjournal.org,0
psyn-journal.com,0
radiologic.theclinics.com,0
radiologynursing.org,0
radiologicnursing.org,0
rbmonline.com,0
resmedcme.com,0
respiratorycasereports.com,0
respiratoryinvestigation.com,0
rheumatic.theclinics.com,0
rhmjournal.org,0
saudidentaljournal.com,0
saudiophthaljournal.com,0
scandinavianjournalpain.com,0
schizrescognition.com,0
seizure-journal.com,0
semarthritisrheumatism.com,0
semarthroplasty.com,0
semdiagpath.com,0
seminarscolonrectalsurgery.com,0
seminarsinroentgenology.com,0
nursingoncology.com,0
seminhematol.org,0
seminoncol.org,0
seminperinat.com,0
semortho.com,0
sempedneurjnl.com,0
sempedsurg.org,0
semradonc.com,0
semspinesurg.com,0
semtcvspeds.com,0
semthorcardiovascsurg.com,0
semultrasoundctmri.com,0
semvascsurg.com,0
sfnmjournal.com,0
journals.elsevierhealth.com/periodicals/sfnm,0
journals.elsevierhealth.com/periodicals/ysiny,0
sleep.theclinics.com,0
smallruminantresearch.com,0
so-online.net,0
spine-deformity.org,0
srhcjournal.org,0
surgeryjournal.co.uk,0
surgical.theclinics.com,0
surgjournal.com,0
surgonc.theclinics.com,0
surveyophthalmol.com,0
tcmonline.org,0
techgiendoscopy.com,0
techreganesth.org,0
techvir.com,0
thefootjournal.com,0
thejpd.org,0
prosdent.org,0
thekneejournal.com,0
thelancet.com/journals/landia,0
thelancet.com/journals/lanhae,0
thelancet.com/journals/lanhiv,0
thelancet.com/journals/laninf,0
thelancet.com/journals/lanonc,0
thelancet.com/journals/lanres,0
theocularsurfacejournal.com,0
theriojournal.com,0
thesurgeon.net,0
thoracic.theclinics.com,0
tjog-online.com,0
tmreviews.com,0
translationalres.com,0
transonc.com,0
transplantation-proceedings.org,0
transplantationreviews.com,0
transplantationreviews.net,0
trasci.com,0
traumacasereports.com,0
travelmedicinejournal.com,0
tzuchimedjnl.com,0
ultrasound.theclinics.com,0
urologiconcology.org,0
urologycasereports.com,0
urologypracticejournal.com,0
urol-sci.com,0
valuehealthregionalissues.com,0
vetequine.theclinics.com,0
vetexotic.theclinics.com,0
vetfood.theclinics.com,0
vetsmall.theclinics.com,0
video-endoscopy.com,0
